Node,Node type,Lat,Lon,Weight 1,Edge1,Edge1 Name,Type,Weight 2,Edge2,Edge2 Name,Type,Weight 3,Edge3,Edge3 Name,Type,Weight 4,Edge4,Edge4 Name,Type,Weight 5,Edge5,Edge5 Name,Type
27 PUNGGOL FIELD WALK GLOBAL INDIAN INTERNATIONAL SCHOOL (PUNGGOL CAMPUS) SINGAPORE 828649,HDB,1.3900711,103.9118035,437,CORAL EDGE LRT STATION[PE3],walking,walk,129,WATERWOODS (65521),walking,walk,297,AFT PUNGGOL FIELD (65529),walking,walk,,,,,,,,
160 PUNGGOL CENTRAL SINGAPORE 820160,HDB,1.3954005,103.9152394,142,RIVIERA LRT STATION[PE4],walking,walk,137,RIVIERA STN EXIT B (65231),walking,walk,158,BLK 162B (65269),walking,walk,169,RIVIERA STN EXIT A (65239),walking,walk,,,,
162 PUNGGOL CENTRAL MULTI STOREY CAR PARK SINGAPORE 820162,HDB,1.3961253,103.9143057,273,RIVIERA LRT STATION[PE4],walking,walk,76,BLK 162B (65269),walking,walk,106,BLK 649 (65261),walking,walk,261,RIVIERA STN EXIT B (65231),walking,walk,,,,
164 PUNGGOL CENTRAL SINGAPORE 820164,HDB,1.3957266,103.914454,233,RIVIERA LRT STATION[PE4],walking,walk,112,BLK 162B (65269),walking,walk,141,BLK 649 (65261),walking,walk,216,RIVIERA STN EXIT B (65231),walking,walk,,,,
166 PUNGGOL CENTRAL MULTI STOREY CAR PARK SINGAPORE 820166,HDB,1.3949756,103.9154674,92,RIVIERA LRT STATION[PE4],walking,walk,83,RIVIERA STN EXIT B (65231),walking,walk,115,RIVIERA STN EXIT A (65239),walking,walk,212,BLK 162B (65269),walking,walk,,,,
186 PUNGGOL CENTRAL HDB-PUNGGOL SINGAPORE 820186,HDB,1.3985633,103.9111,300,MERIDIAN LRT STATION[PE2],walking,walk,81,BET BLKS 187/188 (65279),walking,walk,162,OPP BLK 188 (65271),walking,walk,222,GREENDALE PR SCH (65429),walking,walk,,,,
187 PUNGGOL CENTRAL HDB-PUNGGOL SINGAPORE 820187,HDB,1.398752,103.9108807,295,MERIDIAN LRT STATION[PE2],walking,walk,62,BET BLKS 187/188 (65279),walking,walk,136,OPP BLK 188 (65271),walking,walk,252,GREENDALE PR SCH (65429),walking,walk,,,,
188 PUNGGOL CENTRAL SINGAPORE 820188,HDB,1.3989387,103.9105385,284,MERIDIAN LRT STATION[PE2],walking,walk,68,BET BLKS 187/188 (65279),walking,walk,113,OPP BLK 188 (65271),walking,walk,266,BLK 178 (65249),walking,walk,,,,
189 PUNGGOL CENTRAL SINGAPORE 820189,HDB,1.3990239,103.9101199,265,MERIDIAN LRT STATION[PE2],walking,walk,106,BET BLKS 187/188 (65279),walking,walk,118,OPP BLK 188 (65271),walking,walk,218,BLK 178 (65249),walking,walk,,,,
190 PUNGGOL CENTRAL SINGAPORE 820190,HDB,1.3992414,103.9100543,283,MERIDIAN LRT STATION[PE2],walking,walk,102,OPP BLK 188 (65271),walking,walk,109,BET BLKS 187/188 (65279),walking,walk,205,BLK 178 (65249),walking,walk,,,,
191 PUNGGOL CENTRAL HDB-PUNGGOL SINGAPORE 820191,HDB,1.3995125,103.9097527,299,MERIDIAN LRT STATION[PE2],walking,walk,110,OPP BLK 188 (65271),walking,walk,144,BET BLKS 187/188 (65279),walking,walk,167,BLK 178 (65249),walking,walk,,,,
192 PUNGGOL CENTRAL SINGAPORE 820192,HDB,1.3997709,103.9095143,320,MERIDIAN LRT STATION[PE2],walking,walk,127,OPP BLK 188 (65271),walking,walk,141,BLK 178 (65249),walking,walk,176,BET BLKS 187/188 (65279),walking,walk,,,,
292 PUNGGOL CENTRAL MULTI STOREY CAR PARK SINGAPORE 820292,HDB,1.4024273,103.9050584,367,COVE LRT STATION[PE1],walking,walk,103,BLK 298 (65229),walking,walk,146,OPP BLK 296 (65089),walking,walk,169,OPP BLK 199C (65081),walking,walk,,,,
293 PUNGGOL CENTRAL PUNGGOL GROVE SINGAPORE 820293,HDB,1.4030756,103.9049453,359,PUNGGOL MRT STATION[NE17],walking,walk,70,BLK 298 (65229),walking,walk,107,BLK 303D (65221),walking,walk,188,AFT PUNGGOL CTRL (65219),walking,walk,,,,
294 PUNGGOL CENTRAL PUNGGOL GROVE SINGAPORE 820294,HDB,1.4025718,103.9046355,354,PUNGGOL MRT STATION[NE17],walking,walk,125,BLK 298 (65229),walking,walk,163,BLK 303D (65221),walking,walk,171,AFT PUNGGOL CTRL (65219),walking,walk,,,,
295 PUNGGOL CENTRAL PUNGGOL GROVE SINGAPORE 820295,HDB,1.4018862,103.9049173,315,COVE LRT STATION[PE1],walking,walk,115,OPP BLK 199C (65081),walking,walk,115,OPP BLK 296 (65089),walking,walk,163,BLK 298 (65229),walking,walk,,,,
296 PUNGGOL CENTRAL PUNGGOL GROVE SINGAPORE 820296,HDB,1.4015882,103.9052652,271,COVE LRT STATION[PE1],walking,walk,66,OPP BLK 296 (65089),walking,walk,74,OPP BLK 199C (65081),walking,walk,182,BLK 298 (65229),walking,walk,,,,
297 PUNGGOL CENTRAL PUNGGOL GROVE SINGAPORE 820297,HDB,1.4021912,103.9054519,331,COVE LRT STATION[PE1],walking,walk,102,OPP BLK 296 (65089),walking,walk,113,BLK 298 (65229),walking,walk,142,OPP BLK 199C (65081),walking,walk,,,,
298 PUNGGOL CENTRAL PUNGGOL GROVE SINGAPORE 820298,HDB,1.4026172,103.9056027,375,COVE LRT STATION[PE1],walking,walk,65,BLK 298 (65229),walking,walk,143,OPP BLK 296 (65089),walking,walk,180,BLK 303D (65221),walking,walk,,,,
299 PUNGGOL CENTRAL PUNGGOL GROVE SINGAPORE 820299,HDB,1.4027062,103.9053082,390,COVE LRT STATION[PE1],walking,walk,62,BLK 298 (65229),walking,walk,157,BLK 303D (65221),walking,walk,161,OPP BLK 296 (65089),walking,walk,,,,
301 PUNGGOL CENTRAL CORALINUS SINGAPORE 820301,HDB,1.4037194,103.906138,318,DAMAI LRT STATION[PE7],walking,walk,54,BLK 301A (65091),walking,walk,85,BLK 298 (65229),walking,walk,136,BLK 604A (65099),walking,walk,,,,
303 PUNGGOL CENTRAL CORALINUS SINGAPORE 820303,HDB,1.4040238,103.9058046,335,DAMAI LRT STATION[PE7],walking,walk,83,BLK 301A (65091),walking,walk,95,BLK 298 (65229),walking,walk,110,BLK 303D (65221),walking,walk,,,,
601 PUNGGOL CENTRAL PUNGGOL VISTA SINGAPORE 820601,HDB,1.402674,103.9074161,313,DAMAI LRT STATION[PE7],walking,walk,87,PUNGGOL SEC/BLK 601B (65281),walking,walk,106,OPP PUNGGOL SEC/BLK 195E (65289),walking,walk,173,BLK 301A (65091),walking,walk,,,,
602 PUNGGOL CENTRAL PUNGGOL VISTA SINGAPORE 820602,HDB,1.4031975,103.9073558,264,DAMAI LRT STATION[PE7],walking,walk,124,BLK 301A (65091),walking,walk,142,PUNGGOL SEC/BLK 601B (65281),walking,walk,143,BLK 604A (65099),walking,walk,,,,
622 PUNGGOL CENTRAL PUNGGOL SPECTRA SINGAPORE 820622,HDB,1.4006022,103.9110734,259,OASIS LRT STATION[PE6],walking,walk,86,OPP BLK 188 (65271),walking,walk,145,BET BLKS 187/188 (65279),walking,walk,215,OPP PUNGGOL SEC SCH (65389),walking,walk,,,,
623 PUNGGOL CENTRAL PUNGGOL SPECTRA SINGAPORE 820623,HDB,1.4001505,103.9120443,246,OASIS LRT STATION[PE6],walking,walk,147,BET BLKS 187/188 (65279),walking,walk,157,OPP BLK 188 (65271),walking,walk,215,HORIZON PR SCH (65411),walking,walk,,,,
624 PUNGGOL CENTRAL PUNGGOL SPECTRA SINGAPORE 820624,HDB,1.4002422,103.9114794,263,OASIS LRT STATION[PE6],walking,walk,98,OPP BLK 188 (65271),walking,walk,116,BET BLKS 187/188 (65279),walking,walk,249,OASIS STN EXIT B/BLK 617D (65311),walking,walk,,,,
643 PUNGGOL CENTRAL EASTDALE SINGAPORE 820643,HDB,1.3973195,103.9160186,253,KADALOOR LRT STATION[PE5],walking,walk,142,BLK 649 (65261),walking,walk,164,BLK 162B (65269),walking,walk,178,AFT PUNGGOL CTRL (65181),walking,walk,,,,
644 PUNGGOL CENTRAL MULTI STOREY CAR PARK SINGAPORE 820644,HDB,1.3977308,103.9159258,211,KADALOOR LRT STATION[PE5],walking,walk,153,BLK 649 (65261),walking,walk,179,BLK 162B (65269),walking,walk,202,KADALOOR STN EXIT B (65321),walking,walk,,,,
645 PUNGGOL CENTRAL EASTDALE SINGAPORE 820645,HDB,1.3977762,103.9162774,198,KADALOOR LRT STATION[PE5],walking,walk,177,AFT PUNGGOL CTRL (65181),walking,walk,186,KADALOOR STN EXIT B (65321),walking,walk,189,BLK 649 (65261),walking,walk,,,,
646 PUNGGOL CENTRAL EASTDALE SINGAPORE 820646,HDB,1.3981488,103.9157809,173,KADALOOR LRT STATION[PE5],walking,walk,168,KADALOOR STN EXIT B (65321),walking,walk,172,BLK 649 (65261),walking,walk,197,KADALOOR STN EXIT A (65329),walking,walk,,,,
647 PUNGGOL CENTRAL EASTDALE SINGAPORE 820647,HDB,1.3980631,103.9154533,200,KADALOOR LRT STATION[PE5],walking,walk,144,BLK 649 (65261),walking,walk,173,BLK 162B (65269),walking,walk,197,KADALOOR STN EXIT B (65321),walking,walk,,,,
648 PUNGGOL CENTRAL EASTDALE SINGAPORE 820648,HDB,1.3976924,103.915172,252,KADALOOR LRT STATION[PE5],walking,walk,92,BLK 649 (65261),walking,walk,122,BLK 162B (65269),walking,walk,238,OPP HORIZON PR SCH (65419),walking,walk,,,,
649 PUNGGOL CENTRAL EASTDALE SINGAPORE 820649,HDB,1.3972382,103.9149154,309,KADALOOR LRT STATION[PE5],walking,walk,34,BLK 649 (65261),walking,walk,64,BLK 162B (65269),walking,walk,269,OPP HORIZON PR SCH (65419),walking,walk,,,,
650 PUNGGOL CENTRAL MULTI STOREY CAR PARK SINGAPORE 820650,HDB,1.3972736,103.9152606,286,KADALOOR LRT STATION[PE5],walking,walk,63,BLK 649 (65261),walking,walk,90,BLK 162B (65269),walking,walk,259,AFT PUNGGOL CTRL (65181),walking,walk,,,,
651 PUNGGOL CENTRAL EASTDALE SINGAPORE 820651,HDB,1.3968668,103.9154104,275,RIVIERA LRT STATION[PE4],walking,walk,69,BLK 649 (65261),walking,walk,83,BLK 162B (65269),walking,walk,237,AFT PUNGGOL CTRL (65181),walking,walk,,,,
652 PUNGGOL CENTRAL EASTDALE SINGAPORE 820652,HDB,1.3969531,103.9157376,276,RIVIERA LRT STATION[PE4],walking,walk,105,BLK 649 (65261),walking,walk,121,BLK 162B (65269),walking,walk,201,AFT PUNGGOL CTRL (65181),walking,walk,,,,
160A PUNGGOL CENTRAL SINGAPORE 821160,HDB,1.3953121,103.9157082,102,RIVIERA LRT STATION[PE4],walking,walk,114,RIVIERA STN EXIT B (65231),walking,walk,139,RIVIERA STN EXIT A (65239),walking,walk,193,BLK 162B (65269),walking,walk,,,,
161A PUNGGOL CENTRAL HDB-PUNGGOL SINGAPORE 821161,HDB,1.3958161,103.9150182,193,RIVIERA LRT STATION[PE4],walking,walk,106,BLK 162B (65269),walking,walk,128,BLK 649 (65261),walking,walk,189,RIVIERA STN EXIT B (65231),walking,walk,,,,
162A PUNGGOL CENTRAL SINGAPORE 821162,HDB,1.3963662,103.9142502,296,RIVIERA LRT STATION[PE4],walking,walk,60,BLK 162B (65269),walking,walk,88,BLK 649 (65261),walking,walk,251,GREENDALE PR SCH (65429),walking,walk,,,,
163A PUNGGOL CENTRAL SINGAPORE 821163,HDB,1.3955006,103.9140598,238,CORAL EDGE LRT STATION[PE3],walking,walk,150,BLK 162B (65269),walking,walk,180,BLK 649 (65261),walking,walk,233,RIVIERA STN EXIT B (65231),walking,walk,,,,
165A PUNGGOL CENTRAL SINGAPORE 821165,HDB,1.394999,103.9147543,165,RIVIERA LRT STATION[PE4],walking,walk,137,RIVIERA STN EXIT B (65231),walking,walk,173,RIVIERA STN EXIT A (65239),walking,walk,190,BLK 162B (65269),walking,walk,,,,
166A PUNGGOL CENTRAL SINGAPORE 821166,HDB,1.3944487,103.9155224,71,RIVIERA LRT STATION[PE4],walking,walk,32,RIVIERA STN EXIT B (65231),walking,walk,68,RIVIERA STN EXIT A (65239),walking,walk,268,BLK 162B (65269),walking,walk,,,,
293A PUNGGOL CENTRAL SINGAPORE 821293,HDB,1.4034617,103.9048353,333,PUNGGOL MRT STATION[NE17],walking,walk,63,BLK 303D (65221),walking,walk,86,BLK 298 (65229),walking,walk,176,AFT PUNGGOL CTRL (65219),walking,walk,,,,
295A PUNGGOL CENTRAL PUNGGOL GROVE SINGAPORE 821295,HDB,1.4019225,103.9044827,340,COVE LRT STATION[PE1],walking,walk,144,OPP BLK 199C (65081),walking,walk,160,OPP BLK 296 (65089),walking,walk,171,AFT PUNGGOL RD (65209),walking,walk,,,,
296A PUNGGOL CENTRAL SINGAPORE 821296,HDB,1.4013259,103.9053783,239,COVE LRT STATION[PE1],walking,walk,45,OPP BLK 199C (65081),walking,walk,47,OPP BLK 296 (65089),walking,walk,183,AFT PUNGGOL RD (65209),walking,walk,,,,
301A PUNGGOL CENTRAL CORALINUS SINGAPORE 821301,HDB,1.4041722,103.9061861,290,DAMAI LRT STATION[PE7],walking,walk,46,BLK 301A (65091),walking,walk,108,BLK 604A (65099),walking,walk,127,BLK 298 (65229),walking,walk,,,,
303A PUNGGOL CENTRAL CORALINUS SINGAPORE 821303,HDB,1.4037779,103.9057622,351,DAMAI LRT STATION[PE7],walking,walk,67,BLK 298 (65229),walking,walk,91,BLK 301A (65091),walking,walk,109,BLK 303D (65221),walking,walk,,,,
601A PUNGGOL CENTRAL PUNGGOL VISTA SINGAPORE 821601,HDB,1.4024685,103.9075822,328,DAMAI LRT STATION[PE7],walking,walk,57,PUNGGOL SEC/BLK 601B (65281),walking,walk,81,OPP PUNGGOL SEC/BLK 195E (65289),walking,walk,203,BLK 301A (65091),walking,walk,,,,
602A PUNGGOL CENTRAL PUNGGOL VISTA SINGAPORE 821602,HDB,1.4034805,103.9071174,254,DAMAI LRT STATION[PE7],walking,walk,83,BLK 301A (65091),walking,walk,109,BLK 604A (65099),walking,walk,174,BLK 298 (65229),walking,walk,,,,
622A PUNGGOL CENTRAL PUNGGOL SPECTRA SINGAPORE 821622,HDB,1.3999278,103.9110469,318,OASIS LRT STATION[PE6],walking,walk,45,OPP BLK 188 (65271),walking,walk,70,BET BLKS 187/188 (65279),walking,walk,277,PUNGGOL SEC SCH (65381),walking,walk,,,,
623A PUNGGOL CENTRAL PUNGGOL SPECTRA SINGAPORE 821623,HDB,1.3998848,103.9118964,279,OASIS LRT STATION[PE6],walking,walk,116,BET BLKS 187/188 (65279),walking,walk,139,OPP BLK 188 (65271),walking,walk,222,HORIZON PR SCH (65411),walking,walk,,,,
624A PUNGGOL CENTRAL PUNGGOL SPECTRA SINGAPORE 821624,HDB,1.4008624,103.9113687,215,OASIS LRT STATION[PE6],walking,walk,129,OPP BLK 188 (65271),walking,walk,177,BET BLKS 187/188 (65279),walking,walk,209,OASIS STN EXIT B/BLK 617D (65311),walking,walk,,,,
647A PUNGGOL CENTRAL EASTDALE SINGAPORE 821647,HDB,1.3984673,103.9155345,159,KADALOOR LRT STATION[PE5],walking,walk,158,KADALOOR STN EXIT B (65321),walking,walk,171,KADALOOR STN EXIT A (65329),walking,walk,187,BLK 649 (65261),walking,walk,,,,
160B PUNGGOL CENTRAL SINGAPORE 822160,HDB,1.3952253,103.9160007,81,RIVIERA LRT STATION[PE4],walking,walk,108,RIVIERA STN EXIT B (65231),walking,walk,124,RIVIERA STN EXIT A (65239),walking,walk,221,BLK 162B (65269),walking,walk,,,,
161B PUNGGOL CENTRAL HDB-PUNGGOL SINGAPORE 822161,HDB,1.3957227,103.915306,165,RIVIERA LRT STATION[PE4],walking,walk,130,BLK 162B (65269),walking,walk,148,BLK 649 (65261),walking,walk,168,RIVIERA STN EXIT B (65231),walking,walk,,,,
162B PUNGGOL CENTRAL HDB-PUNGGOL SINGAPORE 822162,HDB,1.3962722,103.9145378,266,RIVIERA LRT STATION[PE4],walking,walk,50,BLK 162B (65269),walking,walk,80,BLK 649 (65261),walking,walk,259,RIVIERA STN EXIT B (65231),walking,walk,,,,
163B PUNGGOL CENTRAL SINGAPORE 822163,HDB,1.3956302,103.9137722,229,CORAL EDGE LRT STATION[PE3],walking,walk,156,BLK 162B (65269),walking,walk,185,BLK 649 (65261),walking,walk,227,CORAL EDGE STN EXIT B (65171),walking,walk,,,,
165B PUNGGOL CENTRAL SINGAPORE 822165,HDB,1.395128,103.9144671,200,RIVIERA LRT STATION[PE4],walking,walk,172,RIVIERA STN EXIT B (65231),walking,walk,177,BLK 162B (65269),walking,walk,205,BLK 649 (65261),walking,walk,,,,
166B PUNGGOL CENTRAL SINGAPORE 822166,HDB,1.3945781,103.915235,103,RIVIERA LRT STATION[PE4],walking,walk,67,RIVIERA STN EXIT B (65231),walking,walk,103,RIVIERA STN EXIT A (65239),walking,walk,245,BLK 162B (65269),walking,walk,,,,
301B PUNGGOL CENTRAL CORALINUS SINGAPORE 822301,HDB,1.4042654,103.9058947,316,DAMAI LRT STATION[PE7],walking,walk,80,BLK 301A (65091),walking,walk,123,BLK 298 (65229),walking,walk,123,BLK 303D (65221),walking,walk,,,,
303B PUNGGOL CENTRAL CORALINUS SINGAPORE 822303,HDB,1.4039169,103.9055313,368,DAMAI LRT STATION[PE7],walking,walk,79,BLK 298 (65229),walking,walk,81,BLK 303D (65221),walking,walk,114,BLK 301A (65091),walking,walk,,,,
601B PUNGGOL CENTRAL PUNGGOL VISTA SINGAPORE 822601,HDB,1.402147,103.9078319,354,DAMAI LRT STATION[PE7],walking,walk,15,PUNGGOL SEC/BLK 601B (65281),walking,walk,50,OPP PUNGGOL SEC/BLK 195E (65289),walking,walk,215,PUNGGOL SEC SCH (65381),walking,walk,,,,
602B PUNGGOL CENTRAL PUNGGOL VISTA SINGAPORE 822602,HDB,1.4030128,103.9068635,312,DAMAI LRT STATION[PE7],walking,walk,112,BLK 301A (65091),walking,walk,145,BLK 298 (65229),walking,walk,154,PUNGGOL SEC/BLK 601B (65281),walking,walk,,,,
622B PUNGGOL CENTRAL PUNGGOL SPECTRA SINGAPORE 822622,HDB,1.4003437,103.9105412,321,OASIS LRT STATION[PE6],walking,walk,44,OPP BLK 188 (65271),walking,walk,128,BET BLKS 187/188 (65279),walking,walk,210,PUNGGOL SEC SCH (65381),walking,walk,,,,
623B PUNGGOL CENTRAL PUNGGOL SPECTRA SINGAPORE 822623,HDB,1.3993594,103.9118367,337,OASIS LRT STATION[PE6],walking,walk,89,BET BLKS 187/188 (65279),walking,walk,148,OPP BLK 188 (65271),walking,walk,223,HORIZON PR SCH (65411),walking,walk,,,,
624B PUNGGOL CENTRAL PUNGGOL SPECTRA SINGAPORE 822624,HDB,1.4007396,103.9117175,202,OASIS LRT STATION[PE6],walking,walk,147,OPP BLK 188 (65271),walking,walk,177,BET BLKS 187/188 (65279),walking,walk,190,OASIS STN EXIT B/BLK 617D (65311),walking,walk,,,,
301C PUNGGOL CENTRAL CORALINUS SINGAPORE 823301,HDB,1.4044016,103.9056638,335,DAMAI LRT STATION[PE7],walking,walk,103,BLK 303D (65221),walking,walk,109,BLK 301A (65091),walking,walk,133,BLK 298 (65229),walking,walk,,,,
303C PUNGGOL CENTRAL CORALINUS SINGAPORE 823303,HDB,1.4040521,103.9053002,343,PUNGGOL MRT STATION[NE17],walking,walk,54,BLK 303D (65221),walking,walk,99,BLK 298 (65229),walking,walk,139,BLK 301A (65091),walking,walk,,,,
601C PUNGGOL CENTRAL PUNGGOL VISTA SINGAPORE 823601,HDB,1.402679,103.9081061,290,DAMAI LRT STATION[PE7],walking,walk,80,PUNGGOL SEC/BLK 601B (65281),walking,walk,117,OPP PUNGGOL SEC/BLK 195E (65289),walking,walk,196,PUNGGOL SEC SCH (65381),walking,walk,,,,
602C PUNGGOL CENTRAL PUNGGOL VISTA SINGAPORE 823602,HDB,1.4027133,103.9072462,317,DAMAI LRT STATION[PE7],walking,walk,101,PUNGGOL SEC/BLK 601B (65281),walking,walk,116,OPP PUNGGOL SEC/BLK 195E (65289),walking,walk,160,BLK 301A (65091),walking,walk,,,,
622C PUNGGOL CENTRAL PUNGGOL SPECTRA SINGAPORE 823622,HDB,1.4006689,103.9109494,263,OASIS LRT STATION[PE6],walking,walk,86,OPP BLK 188 (65271),walking,walk,152,BET BLKS 187/188 (65279),walking,walk,201,OPP PUNGGOL SEC SCH (65389),walking,walk,,,,
623C PUNGGOL CENTRAL PUNGGOL SPECTRA SINGAPORE 823623,HDB,1.3996329,103.9114585,323,OASIS LRT STATION[PE6],walking,walk,60,BET BLKS 187/188 (65279),walking,walk,97,OPP BLK 188 (65271),walking,walk,266,HORIZON PR SCH (65411),walking,walk,,,,
624C PUNGGOL CENTRAL PUNGGOL SPECTRA SINGAPORE 823624,HDB,1.4004914,103.911983,212,OASIS LRT STATION[PE6],walking,walk,160,OPP BLK 188 (65271),walking,walk,169,BET BLKS 187/188 (65279),walking,walk,195,OASIS STN EXIT B/BLK 617D (65311),walking,walk,,,,
601D PUNGGOL CENTRAL PUNGGOL VISTA SINGAPORE 824601,HDB,1.402964,103.9078474,266,DAMAI LRT STATION[PE7],walking,walk,105,PUNGGOL SEC/BLK 601B (65281),walking,walk,138,OPP PUNGGOL SEC/BLK 195E (65289),walking,walk,182,BLK 301A (65091),walking,walk,,,,
622D PUNGGOL CENTRAL PUNGGOL SPECTRA SINGAPORE 824622,HDB,1.4005311,103.9105369,308,OASIS LRT STATION[PE6],walking,walk,65,OPP BLK 188 (65271),walking,walk,147,BET BLKS 187/188 (65279),walking,walk,191,PUNGGOL SEC SCH (65381),walking,walk,,,,
167 PUNGGOL EAST THE SUNDIAL SINGAPORE 820167,HDB,1.3948658,103.9140913,195,CORAL EDGE LRT STATION[PE3],walking,walk,197,RIVIERA STN EXIT B (65231),walking,walk,215,BLK 162B (65269),walking,walk,229,CORAL EDGE STN EXIT B (65171),walking,walk,,,,
655 PUNGGOL EAST WATERWAY SUNRISE I SINGAPORE 820655,HDB,1.3995771,103.9206536,465,KADALOOR LRT STATION[PE5],walking,walk,192,OPP WATERWAY PR SCH (65569),walking,walk,194,WATERWAY PR SCH (65561),walking,walk,430,BEF PUNGGOL CTRL (65189),walking,walk,,,,
656 PUNGGOL EAST SINGAPORE 820656,HDB,1.4001054,103.9206704,471,KADALOOR LRT STATION[PE5],walking,walk,227,WATERWAY PR SCH (65561),walking,walk,231,OPP WATERWAY PR SCH (65569),walking,walk,459,KADALOOR STN EXIT B (65321),walking,walk,,,,
657 PUNGGOL EAST WATERWAY SUNRISE I SINGAPORE 820657,HDB,1.3983945,103.9230439,742,KADALOOR LRT STATION[PE5],walking,walk,428,OPP WATERWAY PR SCH (65569),walking,walk,442,WATERWAY PR SCH (65561),walking,walk,594,BEF PUNGGOL CTRL (65189),walking,walk,,,,
658 PUNGGOL EAST WATERWAY SUNRAY SINGAPORE 820658,HDB,1.3999042,103.9193527,323,KADALOOR LRT STATION[PE5],walking,walk,125,WATERWAY PR SCH (65561),walking,walk,142,OPP WATERWAY PR SCH (65569),walking,walk,311,KADALOOR STN EXIT B (65321),walking,walk,,,,
659 PUNGGOL EAST WATERWAY SUNRAY SINGAPORE 820659,HDB,1.4010216,103.9195784,382,KADALOOR LRT STATION[PE5],walking,walk,252,WATERWAY PR SCH (65561),walking,walk,268,OPP WATERWAY PR SCH (65569),walking,walk,376,KADALOOR STN EXIT B (65321),walking,walk,,,,
167A PUNGGOL EAST THE SUNDIAL SINGAPORE 821167,HDB,1.3939082,103.9151069,134,RIVIERA LRT STATION[PE4],walking,walk,84,RIVIERA STN EXIT B (65231),walking,walk,105,RIVIERA STN EXIT A (65239),walking,walk,289,AFT PUNGGOL FIELD (65529),walking,walk,,,,
168A PUNGGOL EAST THE SUNDIAL SINGAPORE 821168,HDB,1.3945892,103.9142388,195,CORAL EDGE LRT STATION[PE3],walking,walk,173,RIVIERA STN EXIT B (65231),walking,walk,206,RIVIERA STN EXIT A (65239),walking,walk,240,BLK 162B (65269),walking,walk,,,,
655A PUNGGOL EAST WATERWAY SUNRISE I SINGAPORE 821655,HDB,1.3993386,103.9202178,417,KADALOOR LRT STATION[PE5],walking,walk,137,OPP WATERWAY PR SCH (65569),walking,walk,139,WATERWAY PR SCH (65561),walking,walk,377,BEF PUNGGOL CTRL (65189),walking,walk,,,,
656A PUNGGOL EAST WATERWAY SUNRISE I SINGAPORE 821656,HDB,1.3996306,103.9208004,481,KADALOOR LRT STATION[PE5],walking,walk,209,OPP WATERWAY PR SCH (65569),walking,walk,211,WATERWAY PR SCH (65561),walking,walk,445,BEF PUNGGOL CTRL (65189),walking,walk,,,,
657A PUNGGOL EAST WATERWAY SUNRISE I SINGAPORE 821657,HDB,1.3986782,103.9220552,628,KADALOOR LRT STATION[PE5],walking,walk,317,OPP WATERWAY PR SCH (65569),walking,walk,330,WATERWAY PR SCH (65561),walking,walk,502,BEF PUNGGOL CTRL (65189),walking,walk,,,,
658A PUNGGOL EAST WATERWAY SUNRAY SINGAPORE 821658,HDB,1.4001757,103.9197201,368,KADALOOR LRT STATION[PE5],walking,walk,167,WATERWAY PR SCH (65561),walking,walk,180,OPP WATERWAY PR SCH (65569),walking,walk,357,KADALOOR STN EXIT B (65321),walking,walk,,,,
659A PUNGGOL EAST WATERWAY SUNRAY SINGAPORE 821659,HDB,1.4005278,103.9197574,381,KADALOOR LRT STATION[PE5],walking,walk,205,WATERWAY PR SCH (65561),walking,walk,219,OPP WATERWAY PR SCH (65569),walking,walk,372,KADALOOR STN EXIT B (65321),walking,walk,,,,
167B PUNGGOL EAST THE SUNDIAL SINGAPORE 822167,HDB,1.3942271,103.9149774,135,RIVIERA LRT STATION[PE4],walking,walk,87,RIVIERA STN EXIT B (65231),walking,walk,118,RIVIERA STN EXIT A (65239),walking,walk,278,BLK 162B (65269),walking,walk,,,,
168B PUNGGOL EAST THE SUNDIAL SINGAPORE 822168,HDB,1.394496,103.913979,164,CORAL EDGE LRT STATION[PE3],walking,walk,199,RIVIERA STN EXIT B (65231),walking,walk,214,CORAL EDGE STN EXIT B (65171),walking,walk,231,CORAL EDGE STN EXIT A (65179),walking,walk,,,,
655B PUNGGOL EAST WATERWAY SUNRISE I SINGAPORE 822655,HDB,1.3987901,103.9210783,519,KADALOOR LRT STATION[PE5],walking,walk,209,OPP WATERWAY PR SCH (65569),walking,walk,221,WATERWAY PR SCH (65561),walking,walk,412,BEF PUNGGOL CTRL (65189),walking,walk,,,,
656B PUNGGOL EAST WATERWAY SUNRISE I SINGAPORE 822656,HDB,1.3993656,103.9211786,524,KADALOOR LRT STATION[PE5],walking,walk,234,OPP WATERWAY PR SCH (65569),walking,walk,240,WATERWAY PR SCH (65561),walking,walk,458,BEF PUNGGOL CTRL (65189),walking,walk,,,,
657B PUNGGOL EAST WATERWAY SUNRISE I SINGAPORE 822657,HDB,1.3983386,103.9224693,680,KADALOOR LRT STATION[PE5],walking,walk,365,OPP WATERWAY PR SCH (65569),walking,walk,379,WATERWAY PR SCH (65561),walking,walk,531,BEF PUNGGOL CTRL (65189),walking,walk,,,,
658B PUNGGOL EAST WATERWAY SUNRAY SINGAPORE 822658,HDB,1.4002128,103.9190528,296,KADALOOR LRT STATION[PE5],walking,walk,156,WATERWAY PR SCH (65561),walking,walk,176,OPP WATERWAY PR SCH (65569),walking,walk,287,KADALOOR STN EXIT B (65321),walking,walk,,,,
