Node,Node type,Lat,Lon,Weight 1,Edge1,Edge1 Name,Type,Weight 2,Edge2,Edge2 Name,Type,Weight 3,Edge3,Edge3 Name,Type,Weight 4,Edge4,Edge4 Name,Type,Weight 5,Edge5,Edge5 Name,Type
309A PUNGGOL WALK SINGAPORE 821309,HDB,1.4067223,103.9002852,271,SUMANG LRT STATION[PW6],walking,walk,95,BEF BLK 264 (65409),walking,walk,176,OPP BLK 264A (65401),walking,walk,233,PUNGGOL STN/INT (65259),walking,walk,,,,
310A PUNGGOL WALK WATERWAY TERRACES II SINGAPORE 821310,HDB,1.4087009,103.9013266,310,SUMANG LRT STATION[PW6],walking,walk,128,BLK 312 CP (65461),walking,walk,130,BLK 310B (65469),walking,walk,321,NIBONG STN EXIT B (65611),walking,walk,,,,
311A PUNGGOL WALK WATERWAY TERRACES II SINGAPORE 821311,HDB,1.4090672,103.9018573,338,SAM KEE LRT STATION[PW1],walking,walk,107,BLK 312 CP (65461),walking,walk,128,BLK 310B (65469),walking,walk,313,NIBONG STN EXIT B (65611),walking,walk,,,,
211B PUNGGOL WALK PUNGGOL RIPPLES SINGAPORE 822211,HDB,1.4011699,103.8999209,413,PUNGGOL MRT STATION[NE17],walking,walk,140,OPP BLK 272C (65341),walking,walk,150,BLK 272C (65349),walking,walk,244,OPP BLK 268D (65331),walking,walk,,,,
212B PUNGGOL WALK PUNGGOL WAVES SINGAPORE 822212,HDB,1.4004042,103.8994843,511,PUNGGOL MRT STATION[NE17],walking,walk,234,OPP BLK 272C (65341),walking,walk,248,BLK 272C (65349),walking,walk,293,OPP BLK 268D (65331),walking,walk,,,,
213B PUNGGOL WALK PUNGGOL WAVES SINGAPORE 822213,HDB,1.4007196,103.8984847,523,SOO TECK LRT STATION[PW7],walking,walk,238,OPP BLK 268D (65331),walking,walk,265,AFT TPE (65439),walking,walk,269,TWIN WATERFALLS (65431),walking,walk,,,,
271B PUNGGOL WALK PUNGGOL RESIDENCES SINGAPORE 822271,HDB,1.4041705,103.9005811,152,PUNGGOL MRT STATION[NE17],walking,walk,191,PUNGGOL TEMP INT (65009),walking,walk,194,PUNGGOL STN/INT (65259),walking,walk,217,BLK 272C (65349),walking,walk,,,,
272B PUNGGOL WALK PUNGGOL RESIDENCES SINGAPORE 822272,HDB,1.4032957,103.9002354,219,PUNGGOL MRT STATION[NE17],walking,walk,133,BLK 272C (65349),walking,walk,168,OPP BLK 272C (65341),walking,walk,196,OPP BLK 268D (65331),walking,walk,,,,
308B PUNGGOL WALK WATERWAY TERRACES I SINGAPORE 822308,HDB,1.4077668,103.8995809,137,SUMANG LRT STATION[PW6],walking,walk,167,OPP BLK 264A (65401),walking,walk,169,BEF BLK 264 (65409),walking,walk,276,BLK 310B (65469),walking,walk,,,,
310B PUNGGOL WALK WATERWAY TERRACES II SINGAPORE 822310,HDB,1.4093227,103.9008018,269,SUMANG LRT STATION[PW6],walking,walk,58,BLK 310B (65469),walking,walk,81,BLK 312 CP (65461),walking,walk,237,NIBONG STN EXIT B (65611),walking,walk,,,,
311B PUNGGOL WALK WATERWAY TERRACES II SINGAPORE 822311,HDB,1.4102514,103.8998688,184,NIBONG LRT STATION[PW5],walking,walk,132,BLK 310B (65469),walking,walk,134,NIBONG STN EXIT B (65611),walking,walk,141,NIBONG STN EXIT A (65619),walking,walk,,,,
211C PUNGGOL WALK PUNGGOL RIPPLES SINGAPORE 823211,HDB,1.4007605,103.8996136,470,PUNGGOL MRT STATION[NE17],walking,walk,196,OPP BLK 272C (65341),walking,walk,207,BLK 272C (65349),walking,walk,263,OPP BLK 268D (65331),walking,walk,,,,
213C PUNGGOL WALK PUNGGOL WAVES SINGAPORE 823213,HDB,1.4005985,103.8989202,530,PUNGGOL MRT STATION[NE17],walking,walk,255,OPP BLK 268D (65331),walking,walk,268,OPP BLK 272C (65341),walking,walk,274,BLK 272C (65349),walking,walk,,,,
271C PUNGGOL WALK PUNGGOL RESIDENCES SINGAPORE 823271,HDB,1.4039417,103.9010343,108,PUNGGOL MRT STATION[NE17],walking,walk,136,PUNGGOL TEMP INT (65009),walking,walk,182,PUNGGOL STN/INT (65259),walking,walk,193,BLK 272C (65349),walking,walk,,,,
272C PUNGGOL WALK PUNGGOL RESIDENCES SINGAPORE 823272,HDB,1.4028571,103.9000672,262,PUNGGOL MRT STATION[NE17],walking,walk,106,BLK 272C (65349),walking,walk,138,OPP BLK 272C (65341),walking,walk,172,OPP BLK 268D (65331),walking,walk,,,,
308C PUNGGOL WALK WATERWAY TERRACES I SINGAPORE 823308,HDB,1.4080069,103.8990744,75,SUMANG LRT STATION[PW6],walking,walk,168,OPP BLK 264A (65401),walking,walk,203,BEF BLK 264 (65409),walking,walk,292,BLK 310B (65469),walking,walk,,,,
310C PUNGGOL WALK WATERWAY TERRACES II SINGAPORE 823310,HDB,1.409711,103.8998984,206,SUMANG LRT STATION[PW6],walking,walk,120,BLK 310B (65469),walking,walk,156,BLK 312 CP (65461),walking,walk,191,NIBONG STN EXIT B (65611),walking,walk,,,,
211D PUNGGOL WALK PUNGGOL RIPPLES SINGAPORE 824211,HDB,1.4009356,103.8991985,481,PUNGGOL MRT STATION[NE17],walking,walk,222,OPP BLK 272C (65341),walking,walk,226,BLK 272C (65349),walking,walk,227,OPP BLK 268D (65331),walking,walk,,,,
271D PUNGGOL WALK PUNGGOL RESIDENCES SINGAPORE 824271,HDB,1.4035143,103.9008903,145,PUNGGOL MRT STATION[NE17],walking,walk,144,BLK 272C (65349),walking,walk,151,PUNGGOL TEMP INT (65009),walking,walk,174,OPP BLK 272C (65341),walking,walk,,,,
272D PUNGGOL WALK PUNGGOL RESIDENCES SINGAPORE 824272,HDB,1.4027335,103.9004635,238,PUNGGOL MRT STATION[NE17],walking,walk,66,BLK 272C (65349),walking,walk,101,OPP BLK 272C (65341),walking,walk,216,OPP BLK 268D (65331),walking,walk,,,,
261 PUNGGOL WAY PUNGGOL TOPAZ SINGAPORE 820261,HDB,1.4054135,103.8968239,54,SOO TECK LRT STATION[PW7],walking,walk,103,SOO TECK STN (65141),walking,walk,108,SOO TECK STN (65149),walking,walk,224,BLK 258A (65579),walking,walk,,,,
264 PUNGGOL WAY PUNGGOL EMERALD SINGAPORE 820264,HDB,1.4061402,103.8990243,214,SOO TECK LRT STATION[PW7],walking,walk,55,OPP BLK 264A (65401),walking,walk,62,BEF BLK 264 (65409),walking,walk,272,SOO TECK STN (65141),walking,walk,,,,
265 PUNGGOL WAY PUNGGOL EMERALD SINGAPORE 820265,HDB,1.4059878,103.8990204,207,SOO TECK LRT STATION[PW7],walking,walk,67,BEF BLK 264 (65409),walking,walk,69,OPP BLK 264A (65401),walking,walk,261,SOO TECK STN (65141),walking,walk,,,,
266 PUNGGOL WAY PUNGGOL EMERALD SINGAPORE 820266,HDB,1.40546,103.8983542,119,SOO TECK LRT STATION[PW7],walking,walk,125,OPP BLK 264A (65401),walking,walk,161,BEF BLK 264 (65409),walking,walk,166,SOO TECK STN (65141),walking,walk,,,,
314 PUNGGOL WAY WATERWAY CASCADIA SINGAPORE 820314,HDB,1.4084407,103.897171,152,SUMANG LRT STATION[PW6],walking,walk,144,BLK 315B (65449),walking,walk,155,OPP BLK 315B (65441),walking,walk,248,OPP BLK 322 CP (65459),walking,walk,,,,
315 PUNGGOL WAY WATERWAY CASCADIA SINGAPORE 820315,HDB,1.4079559,103.8969352,186,SUMANG LRT STATION[PW6],walking,walk,112,BLK 315B (65449),walking,walk,129,OPP BLK 315B (65441),walking,walk,253,OPP BLK 264A (65401),walking,walk,,,,
316 PUNGGOL WAY WATERWAY CASCADIA SINGAPORE 820316,HDB,1.4091153,103.8975903,130,SUMANG LRT STATION[PW6],walking,walk,166,OPP BLK 322 CP (65459),walking,walk,175,BLK 322 CP (65451),walking,walk,219,BLK 315B (65449),walking,walk,,,,
446 PUNGGOL WAY PUNGGOL POINT COVE SINGAPORE 820446,HDB,1.4170507,103.9126936,676,PUNGGOL POINT LRT STATION[PW3],walking,walk,345,AFT TRACK 22 (65129),walking,walk,359,OPP TRACK 22 (65121),walking,walk,464,PUNGGOL RD END (65139),walking,walk,,,,
447 PUNGGOL WAY PUNGGOL POINT COVE SINGAPORE 820447,HDB,1.417821,103.9122652,637,PUNGGOL POINT LRT STATION[PW3],walking,walk,331,AFT TRACK 22 (65129),walking,walk,333,OPP TRACK 22 (65121),walking,walk,366,PUNGGOL RD END (65139),walking,walk,,,,
448 PUNGGOL WAY PUNGGOL POINT COVE SINGAPORE 820448,HDB,1.4163977,103.9132167,735,PUNGGOL POINT LRT STATION[PW3],walking,walk,394,AFT TRACK 22 (65129),walking,walk,416,OPP TRACK 22 (65121),walking,walk,,,,,,,,
260A PUNGGOL WAY PUNGGOL TOPAZ SINGAPORE 821260,HDB,1.4047971,103.8966161,92,SOO TECK LRT STATION[PW7],walking,walk,52,SOO TECK STN (65149),walking,walk,66,SOO TECK STN (65141),walking,walk,152,BLK 258A (65579),walking,walk,,,,
261A PUNGGOL WAY PUNGGOL TOPAZ SINGAPORE 821261,HDB,1.4059699,103.8968033,94,SOO TECK LRT STATION[PW7],walking,walk,163,SOO TECK STN (65141),walking,walk,170,SOO TECK STN (65149),walking,walk,221,OPP BLK 264A (65401),walking,walk,,,,
264A PUNGGOL WAY PUNGGOL EMERALD SINGAPORE 821264,HDB,1.405977,103.8985441,159,SOO TECK LRT STATION[PW7],walking,walk,64,OPP BLK 264A (65401),walking,walk,118,BEF BLK 264 (65409),walking,walk,220,SOO TECK STN (65141),walking,walk,,,,
265A PUNGGOL WAY PUNGGOL EMERALD SINGAPORE 821265,HDB,1.4056669,103.8987156,163,SOO TECK LRT STATION[PW7],walking,walk,96,OPP BLK 264A (65401),walking,walk,115,BEF BLK 264 (65409),walking,walk,212,SOO TECK STN (65141),walking,walk,,,,
266A PUNGGOL WAY PUNGGOL EMERALD SINGAPORE 821266,HDB,1.4059607,103.8979707,106,SOO TECK LRT STATION[PW7],walking,walk,104,OPP BLK 264A (65401),walking,walk,180,SOO TECK STN (65141),walking,walk,181,BEF BLK 264 (65409),walking,walk,,,,
314A PUNGGOL WAY WATERWAY CASCADIA SINGAPORE 821314,HDB,1.4082619,103.8980179,61,SUMANG LRT STATION[PW6],walking,walk,207,OPP BLK 264A (65401),walking,walk,233,BLK 315B (65449),walking,walk,247,OPP BLK 315B (65441),walking,walk,,,,
315A PUNGGOL WAY WATERWAY CASCADIA SINGAPORE 821315,HDB,1.4083168,103.897053,166,SUMANG LRT STATION[PW6],walking,walk,128,BLK 315B (65449),walking,walk,140,OPP BLK 315B (65441),walking,walk,265,OPP BLK 322 CP (65459),walking,walk,,,,
316A PUNGGOL WAY WATERWAY CASCADIA SINGAPORE 821316,HDB,1.4089017,103.8984078,53,SUMANG LRT STATION[PW6],walking,walk,204,OPP BLK 322 CP (65459),walking,walk,218,BLK 322 CP (65451),walking,walk,265,OPP BLK 264A (65401),walking,walk,,,,
446A PUNGGOL WAY PUNGGOL POINT COVE SINGAPORE 821446,HDB,1.4164398,103.9122721,630,PUNGGOL POINT LRT STATION[PW3],walking,walk,289,AFT TRACK 22 (65129),walking,walk,311,OPP TRACK 22 (65121),walking,walk,,,,,,,,
447A PUNGGOL WAY PUNGGOL POINT COVE SINGAPORE 821447,HDB,1.4173224,103.9123859,643,PUNGGOL POINT LRT STATION[PW3],walking,walk,320,AFT TRACK 22 (65129),walking,walk,330,OPP TRACK 22 (65121),walking,walk,420,PUNGGOL RD END (65139),walking,walk,,,,
448A PUNGGOL WAY PUNGGOL POINT COVE SINGAPORE 821448,HDB,1.4171874,103.9130792,719,PUNGGOL POINT LRT STATION[PW3],walking,walk,390,AFT TRACK 22 (65129),walking,walk,403,OPP TRACK 22 (65121),walking,walk,475,PUNGGOL RD END (65139),walking,walk,,,,
260B PUNGGOL WAY PUNGGOL TOPAZ SINGAPORE 822260,HDB,1.4048849,103.8963513,113,SOO TECK LRT STATION[PW7],walking,walk,80,SOO TECK STN (65149),walking,walk,97,SOO TECK STN (65141),walking,walk,151,BLK 258A (65579),walking,walk,,,,
261B PUNGGOL WAY PUNGGOL TOPAZ SINGAPORE 822261,HDB,1.4060153,103.8965083,119,SOO TECK LRT STATION[PW7],walking,walk,178,SOO TECK STN (65141),walking,walk,181,SOO TECK STN (65149),walking,walk,234,BLK 315B (65449),walking,walk,,,,
265B PUNGGOL WAY PUNGGOL EMERALD SINGAPORE 822265,HDB,1.4051997,103.8986626,152,SOO TECK LRT STATION[PW7],walking,walk,148,OPP BLK 264A (65401),walking,walk,154,BEF BLK 264 (65409),walking,walk,181,SOO TECK STN (65141),walking,walk,,,,
266B PUNGGOL WAY PUNGGOL EMERALD SINGAPORE 822266,HDB,1.4055747,103.8979257,77,SOO TECK LRT STATION[PW7],walking,walk,137,OPP BLK 264A (65401),walking,walk,142,SOO TECK STN (65141),walking,walk,168,SOO TECK STN (65149),walking,walk,,,,
314B PUNGGOL WAY WATERWAY CASCADIA SINGAPORE 822314,HDB,1.4078978,103.8973708,143,SUMANG LRT STATION[PW6],walking,walk,160,BLK 315B (65449),walking,walk,178,OPP BLK 315B (65441),walking,walk,212,OPP BLK 264A (65401),walking,walk,,,,
315B PUNGGOL WAY WATERWAY CASCADIA SINGAPORE 822315,HDB,1.407956,103.8964008,244,SUMANG LRT STATION[PW6],walking,walk,53,BLK 315B (65449),walking,walk,71,OPP BLK 315B (65441),walking,walk,301,OPP BLK 264A (65401),walking,walk,,,,
316B PUNGGOL WAY WATERWAY CASCADIA SINGAPORE 822316,HDB,1.4089467,103.8979255,89,SUMANG LRT STATION[PW6],walking,walk,186,OPP BLK 322 CP (65459),walking,walk,197,BLK 322 CP (65451),walking,walk,243,BLK 315B (65449),walking,walk,,,,
446B PUNGGOL WAY PUNGGOL POINT COVE SINGAPORE 822446,HDB,1.4168733,103.9123078,632,PUNGGOL POINT LRT STATION[PW3],walking,walk,299,AFT TRACK 22 (65129),walking,walk,314,OPP TRACK 22 (65121),walking,walk,,,,,,,,
448B PUNGGOL WAY PUNGGOL POINT COVE SINGAPORE 822448,HDB,1.416497,103.9135353,770,PUNGGOL POINT LRT STATION[PW3],walking,walk,430,AFT TRACK 22 (65129),walking,walk,451,OPP TRACK 22 (65121),walking,walk,,,,,,,,
260C PUNGGOL WAY PUNGGOL TOPAZ SINGAPORE 823260,HDB,1.4052457,103.8964109,98,SOO TECK LRT STATION[PW7],walking,walk,106,SOO TECK STN (65149),walking,walk,114,SOO TECK STN (65141),walking,walk,177,BLK 259 CP (65499),walking,walk,,,,
261C PUNGGOL WAY PUNGGOL TOPAZ SINGAPORE 823261,HDB,1.405623,103.8964704,99,SOO TECK LRT STATION[PW7],walking,walk,140,SOO TECK STN (65149),walking,walk,142,SOO TECK STN (65141),walking,walk,204,BLK 259 CP (65499),walking,walk,,,,
265C PUNGGOL WAY PUNGGOL EMERALD SINGAPORE 823265,HDB,1.4049973,103.8985186,139,SOO TECK LRT STATION[PW7],walking,walk,158,SOO TECK STN (65141),walking,walk,171,OPP BLK 264A (65401),walking,walk,181,BEF BLK 264 (65409),walking,walk,,,,
266C PUNGGOL WAY PUNGGOL EMERALD SINGAPORE 823266,HDB,1.4051542,103.8978052,58,SOO TECK LRT STATION[PW7],walking,walk,98,SOO TECK STN (65141),walking,walk,126,SOO TECK STN (65149),walking,walk,183,OPP BLK 264A (65401),walking,walk,,,,
314C PUNGGOL WAY SINGAPORE 823314,HDB,1.4077876,103.8978712,103,SUMANG LRT STATION[PW6],walking,walk,168,OPP BLK 264A (65401),walking,walk,217,BLK 315B (65449),walking,walk,235,OPP BLK 315B (65441),walking,walk,,,,
315C PUNGGOL WAY WATERWAY CASCADIA SINGAPORE 823315,HDB,1.4078538,103.8959852,291,SUMANG LRT STATION[PW6],walking,walk,21,BLK 315B (65449),walking,walk,41,OPP BLK 315B (65441),walking,walk,336,OPP BLK 264A (65401),walking,walk,,,,
316C PUNGGOL WAY WATERWAY CASCADIA SINGAPORE 823316,HDB,1.4089758,103.8970248,179,SUMANG LRT STATION[PW6],walking,walk,159,BLK 315B (65449),walking,walk,163,OPP BLK 315B (65441),walking,walk,197,OPP BLK 322 CP (65459),walking,walk,,,,
448C PUNGGOL WAY SINGAPORE 823448,HDB,1.4163943,103.9130571,718,PUNGGOL POINT LRT STATION[PW3],walking,walk,377,AFT TRACK 22 (65129),walking,walk,399,OPP TRACK 22 (65121),walking,walk,,,,,,,,
265D PUNGGOL WAY PUNGGOL EMERALD SINGAPORE 824265,HDB,1.4048261,103.8983017,122,SOO TECK LRT STATION[PW7],walking,walk,130,SOO TECK STN (65141),walking,walk,158,SOO TECK STN (65149),walking,walk,190,BLK 268C (65339),walking,walk,,,,
266D PUNGGOL WAY PUNGGOL EMERALD SINGAPORE 824266,HDB,1.4049396,103.8980368,90,SOO TECK LRT STATION[PW7],walking,walk,106,SOO TECK STN (65141),walking,walk,135,SOO TECK STN (65149),walking,walk,192,OPP BLK 264A (65401),walking,walk,,,,
316D PUNGGOL WAY WATERWAY CASCADIA SINGAPORE 824316,HDB,1.4087931,103.8968121,196,SUMANG LRT STATION[PW6],walking,walk,128,BLK 315B (65449),walking,walk,132,OPP BLK 315B (65441),walking,walk,225,OPP BLK 322 CP (65459),walking,walk,,,,
81 PUNGGOL WAY PUNGGOL POINT LRT STATION SINGAPORE 828644,HDB,1.4168485,103.9066508,4,PUNGGOL POINT LRT STATION[PW3],walking,walk,145,AFT PUNGGOL PT STN (65631),walking,walk,168,BEF PUNGGOL PT STN (65639),walking,walk,314,OPP TRACK 22 (65121),walking,walk,,,,
61 PUNGGOL WAY SAMUDERA LRT STATION SINGAPORE 828645,HDB,1.4159017,103.9021563,3,SAMUDERA LRT STATION[PW4],walking,walk,41,SAMUDERA STN EXIT B (65621),walking,walk,74,SAMUDERA STN EXIT A (65629),walking,walk,394,AFT PUNGGOL PT STN (65631),walking,walk,,,,
612 PUNGGOL DRIVE DAMAI GROVE SINGAPORE 820612,HDB,1.40461,103.9086656,173,BLK 604A (65099),walking,walk,,,,,,,,,,,,,,,,
613 PUNGGOL DRIVE DAMAI GROVE SINGAPORE 820613,HDB,1.4049289,103.9077468,87,BLK 604A (65099),walking,walk,169,BLK 301A (65091),walking,walk,,,,,,,,,,,,
612A PUNGGOL DRIVE DAMAI GROVE SINGAPORE 821612,HDB,1.4041643,103.9091177,225,BLK 604A (65099),walking,walk,,,,,,,,,,,,,,,,
613A PUNGGOL DRIVE DAMAI GROVE SINGAPORE 821613,HDB,1.4044205,103.907861,83,BLK 604A (65099),walking,walk,153,BLK 301A (65091),walking,walk,,,,,,,,,,,,
612B PUNGGOL DRIVE DAMAI GROVE SINGAPORE 822612,HDB,1.4049386,103.9081572,127,BLK 604A (65099),walking,walk,,,,,,,,,,,,,,,,
613B PUNGGOL DRIVE DAMAI GROVE SINGAPORE 822613,HDB,1.4042771,103.9082778,131,BLK 604A (65099),walking,walk,,,,,,,,,,,,,,,,
612C PUNGGOL DRIVE DAMAI GROVE SINGAPORE 823612,HDB,1.4050777,103.9077599,98,BLK 604A (65099),walking,walk,,,,,,,,,,,,,,,,
613C PUNGGOL DRIVE DAMAI GROVE SINGAPORE 823613,HDB,1.4039832,103.9086639,180,BLK 604A (65099),walking,walk,,,,,,,,,,,,,,,,
305D PUNGGOL DRIVE TREELODGE@PUNGGOL SINGAPORE 824305,HDB,1.4058321,103.906791,155,BLK 604A (65099),walking,walk,,,,,,,,,,,,,,,,
306D PUNGGOL DRIVE TREELODGE@PUNGGOL SINGAPORE 824306,HDB,1.4060814,103.9064384,191,PUNGGOL VIEW PR SCH (65351),walking,walk,194,BLK 604A (65099),walking,walk,,,,,,,,,,,,
612D PUNGGOL DRIVE DAMAI GROVE SINGAPORE 824612,HDB,1.4047265,103.9076236,63,BLK 604A (65099),walking,walk,144,BLK 301A (65091),walking,walk,,,,,,,,,,,,
613D PUNGGOL DRIVE DAMAI GROVE SINGAPORE 824613,HDB,1.4038244,103.9089093,211,BLK 604A (65099),walking,walk,,,,,,,,,,,,,,,,
217 SUMANG WALK MATILDA PORTICO SINGAPORE 820217,HDB,1.4028576,103.8956154,327,SOO TECK LRT STATION[PW7],walking,walk,69,BLK 218 (65571),walking,walk,90,BLK 258A (65579),walking,walk,134,TWIN WATERFALLS (65431),walking,walk,,,,
218 SUMANG WALK MATILDA PORTICO SINGAPORE 820218,HDB,1.4032271,103.895387,311,SOO TECK LRT STATION[PW7],walking,walk,32,BLK 218 (65571),walking,walk,80,BLK 258A (65579),walking,walk,154,BLK 259 CP (65499),walking,walk,,,,
219 SUMANG WALK MATILDA PORTICO SINGAPORE 820219,HDB,1.4024314,103.8961988,339,SOO TECK LRT STATION[PW7],walking,walk,58,TWIN WATERFALLS (65431),walking,walk,79,AFT TPE (65439),walking,walk,126,BLK 258A (65579),walking,walk,,,,
256 SUMANG WALK PUNGGOL OPAL SINGAPORE 820256,HDB,1.4055349,103.8955145,199,SOO TECK LRT STATION[PW7],walking,walk,124,OPP BLK 259 CP (65491),walking,walk,124,BLK 259 CP (65499),walking,walk,198,SOO TECK STN (65149),walking,walk,,,,
257 SUMANG WALK PUNGGOL OPAL SINGAPORE 820257,HDB,1.4052356,103.8956418,183,SOO TECK LRT STATION[PW7],walking,walk,106,OPP BLK 259 CP (65491),walking,walk,106,BLK 259 CP (65499),walking,walk,167,SOO TECK STN (65149),walking,walk,,,,
321 SUMANG WALK PUNGGOL BAYVIEW SINGAPORE 820321,HDB,1.4104377,103.8970905,275,SUMANG LRT STATION[PW6],walking,walk,62,BLK 322 CP (65451),walking,walk,72,OPP BLK 322 CP (65459),walking,walk,289,OPP BLK 315B (65441),walking,walk,,,,
322 SUMANG WALK PUNGGOL BAYVIEW SINGAPORE 820322,HDB,1.411247,103.8975014,318,NIBONG LRT STATION[PW5],walking,walk,62,BLK 322 CP (65451),walking,walk,74,OPP BLK 322 CP (65459),walking,walk,287,NIBONG STN EXIT A (65619),walking,walk,,,,
324 SUMANG WALK PUNGGOL BAYVIEW SINGAPORE 820324,HDB,1.4131723,103.8984192,255,NIBONG LRT STATION[PW5],walking,walk,261,NIBONG STN EXIT A (65619),walking,walk,285,NIBONG STN EXIT B (65611),walking,walk,290,BLK 322 CP (65451),walking,walk,,,,
325 SUMANG WALK PUNGGOL BAYVIEW SINGAPORE 820325,HDB,1.413462,103.8987513,248,NIBONG LRT STATION[PW5],walking,walk,263,NIBONG STN EXIT A (65619),walking,walk,285,NIBONG STN EXIT B (65611),walking,walk,334,BLK 322 CP (65451),walking,walk,,,,
326 SUMANG WALK PUNGGOL VUE SINGAPORE 820326,HDB,1.4131435,103.8995269,167,NIBONG LRT STATION[PW5],walking,walk,192,NIBONG STN EXIT A (65619),walking,walk,211,NIBONG STN EXIT B (65611),walking,walk,345,OPP BLK 322 CP (65459),walking,walk,,,,
327 SUMANG WALK PUNGGOL VUE SINGAPORE 820327,HDB,1.4123119,103.9000614,57,NIBONG LRT STATION[PW5],walking,walk,90,NIBONG STN EXIT A (65619),walking,walk,104,NIBONG STN EXIT B (65611),walking,walk,294,BLK 310B (65469),walking,walk,,,,
217A SUMANG WALK MATILDA PORTICO SINGAPORE 821217,HDB,1.4029859,103.8950208,358,SOO TECK LRT STATION[PW7],walking,walk,79,BLK 218 (65571),walking,walk,129,BLK 258A (65579),walking,walk,165,BLK 224A (65539),walking,walk,,,,
256A SUMANG WALK PUNGGOL OPAL SINGAPORE 821256,HDB,1.4060916,103.8957066,198,SOO TECK LRT STATION[PW7],walking,walk,189,OPP BLK 259 CP (65491),walking,walk,189,BLK 259 CP (65499),walking,walk,218,BLK 315B (65449),walking,walk,,,,
321A SUMANG WALK PUNGGOL BAYVIEW SINGAPORE 821321,HDB,1.4107437,103.8972493,294,SUMANG LRT STATION[PW6],walking,walk,38,BLK 322 CP (65451),walking,walk,54,OPP BLK 322 CP (65459),walking,walk,325,NIBONG STN EXIT A (65619),walking,walk,,,,
322A SUMANG WALK PUNGGOL BAYVIEW SINGAPORE 821322,HDB,1.4113945,103.8970324,367,NIBONG LRT STATION[PW5],walking,walk,100,BLK 322 CP (65451),walking,walk,116,OPP BLK 322 CP (65459),walking,walk,338,NIBONG STN EXIT A (65619),walking,walk,,,,
323A SUMANG WALK PUNGGOL BAYVIEW SINGAPORE 821323,HDB,1.4123914,103.8982337,237,NIBONG LRT STATION[PW5],walking,walk,202,BLK 322 CP (65451),walking,walk,206,OPP BLK 322 CP (65459),walking,walk,227,NIBONG STN EXIT A (65619),walking,walk,,,,
324A SUMANG WALK PUNGGOL BAYVIEW SINGAPORE 821324,HDB,1.412929,103.898354,247,NIBONG LRT STATION[PW5],walking,walk,248,NIBONG STN EXIT A (65619),walking,walk,262,BLK 322 CP (65451),walking,walk,267,OPP BLK 322 CP (65459),walking,walk,,,,
325A SUMANG WALK PUNGGOL BAYVIEW SINGAPORE 821325,HDB,1.4135966,103.8981213,310,NIBONG LRT STATION[PW5],walking,walk,318,NIBONG STN EXIT A (65619),walking,walk,328,BLK 322 CP (65451),walking,walk,335,OPP BLK 322 CP (65459),walking,walk,,,,
326A SUMANG WALK PUNGGOL VUE SINGAPORE 821326,HDB,1.4129929,103.8993268,166,NIBONG LRT STATION[PW5],walking,walk,185,NIBONG STN EXIT A (65619),walking,walk,206,NIBONG STN EXIT B (65611),walking,walk,319,OPP BLK 322 CP (65459),walking,walk,,,,
327A SUMANG WALK PUNGGOL VUE SINGAPORE 821327,HDB,1.4124361,103.8991336,145,NIBONG LRT STATION[PW5],walking,walk,147,NIBONG STN EXIT A (65619),walking,walk,171,NIBONG STN EXIT B (65611),walking,walk,256,OPP BLK 322 CP (65459),walking,walk,,,,
217B SUMANG WALK MATILDA PORTICO SINGAPORE 822217,HDB,1.4024016,103.894935,413,SOO TECK LRT STATION[PW7],walking,walk,137,BLK 218 (65571),walking,walk,137,BLK 224A (65539),walking,walk,148,BLK 226A (65531),walking,walk,,,,
256B SUMANG WALK PUNGGOL OPAL SINGAPORE 822256,HDB,1.4060491,103.8961795,150,SOO TECK LRT STATION[PW7],walking,walk,197,SOO TECK STN (65149),walking,walk,199,SOO TECK STN (65141),walking,walk,213,OPP BLK 259 CP (65491),walking,walk,,,,
322B SUMANG WALK PUNGGOL BAYVIEW SINGAPORE 822322,HDB,1.4109159,103.8968867,331,SUMANG LRT STATION[PW6],walking,walk,82,BLK 322 CP (65451),walking,walk,98,OPP BLK 322 CP (65459),walking,walk,327,OPP BLK 315B (65441),walking,walk,,,,
323B SUMANG WALK PUNGGOL BAYVIEW SINGAPORE 822323,HDB,1.4120571,103.8977616,283,NIBONG LRT STATION[PW5],walking,walk,153,BLK 322 CP (65451),walking,walk,161,OPP BLK 322 CP (65459),walking,walk,264,NIBONG STN EXIT A (65619),walking,walk,,,,
325B SUMANG WALK PUNGGOL BAYVIEW SINGAPORE 822325,HDB,1.4131214,103.8979273,299,NIBONG LRT STATION[PW5],walking,walk,272,BLK 322 CP (65451),walking,walk,280,OPP BLK 322 CP (65459),walking,walk,299,NIBONG STN EXIT A (65619),walking,walk,,,,
326B SUMANG WALK PUNGGOL VUE SINGAPORE 822326,HDB,1.412605,103.8997332,104,NIBONG LRT STATION[PW5],walking,walk,128,NIBONG STN EXIT A (65619),walking,walk,147,NIBONG STN EXIT B (65611),walking,walk,315,OPP BLK 322 CP (65459),walking,walk,,,,
327B SUMANG WALK PUNGGOL VUE SINGAPORE 822327,HDB,1.4122557,103.8995758,92,NIBONG LRT STATION[PW5],walking,walk,100,NIBONG STN EXIT A (65619),walking,walk,123,NIBONG STN EXIT B (65611),walking,walk,275,OPP BLK 322 CP (65459),walking,walk,,,,
